,StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,Q98_First.Click,Q98_Last.Click,Q98_Page.Submit,Q98_Click.Count,PK_1_1,PK_1_2,PK_1_3,PK_1_4,agree_1,informed_1_1,informed_1_2,informed_1_3,informed_1_4,accurate_1,believable_1,trustworthy_1,factual_1,Q99_First.Click,Q99_Last.Click,Q99_Page.Submit,Q99_Click.Count,PK_1imprint_1,PK_1imprint_2,PK_1imprint_3,PK_1imprint_4,agree_1imprint,informed_1imprint_1,informed_1imprint_2,informed_1imprint_3,informed_1imprint_4,accurate_1imprint,believable_1imprint,trustworthy_1imprint,factual_1imprint,Q121_First.Click,Q121_Last.Click,Q121_Page.Submit,Q121_Click.Count,PK_2imprint_1,PK_2imprint_2,PK_2imprint_3,PK_2imprint_4,agree_2imprint,informed_2imprint_1,informed_2imprint_2,informed_2imprint_3,informed_2imprint_4,informed_2imprint_5,accurate_2imprint,believable_2imprint,trustworthy_2imprint,factual_2imprint,Q122_First.Click,Q122_Last.Click,Q122_Page.Submit,Q122_Click.Count,PK_2_1,PK_2_2,PK_2_3,PK_2_4,agree_2,informed_2_1,informed_2_2,informed_2_3,informed_2_4,informed_2_5,accurate_2,believable_2,trustworthy_2,factual_2,Q123_First.Click,Q123_Last.Click,Q123_Page.Submit,Q123_Click.Count,PK_3_1,PK_3_2,PK_3_3,PK_3_4,agree_3,informed_3_1,informed_3_2,informed_3_3,informed_3_4,accurate_3,believable_3,trustworthy_3,factual_3,Q124_First.Click,Q124_Last.Click,Q124_Page.Submit,Q124_Click.Count,PK_3imprint_1,PK_3imprint_2,PK_3imprint_3,PK_3imprint_4,agree_3imprint,informed_3imprint_1,informed_3imprint_2,informed_3imprint_3,informed_3imprint_4,accurate_3imprint,believable_3imprint,trustworthy_3imprint,factual_3imprint,Q125_First.Click,Q125_Last.Click,Q125_Page.Submit,Q125_Click.Count,PK_4imprint_1,PK_4imprint_2,PK_4imprint_3,PK_4imprint_4,agree_4imprint,informed_4imprint_1,informed_4imprint_2,informed_4imprint_3,informed_4imprint_4,accurate_4imprint,believable_4imprint,trustworthy_4imprint,factual_4imprint,Q126_First.Click,Q126_Last.Click,Q126_Page.Submit,Q126_Click.Count,PK_4_1,PK_4_2,PK_4_3,PK_4_4,agree_4,informed_4_1,informed_4_2,informed_4_3,informed_4_4,accurate_4,believable_4,trustworthy_4,factual_4,election_reg,recall_num,recall_name,useful_rank_1,useful_rank_2,useful_rank_3,useful_rank_4,useful_rank_5,useful_rank_6,useful_rank_6_TEXT,reg_know,EPE_1,EPE_2,EPE_3,EPE_4,EPE_5,open_q,partyID,partyID_12_TEXT,age,gender,education,education_6_TEXT,general_confidence_1,general_confidence_2,general_confidence_3,general_confidence_4,general_confidence_5,general_confidence_6,general_confidence_7,general_confidence_8,general_confidence_9,democracy,political_interest,external_efficacy,internal_efficacy,SM_use,SM_frequency_1,Training.condition,Advert.1,Advert.2,Advert.3,Advert.4,Time.taken,Fluent.languages,age_sample,sex_sample,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
546,27/03/2024 04:53,27/03/2024 05:03,100,617,TRUE,27/03/2024 05:03,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,26.529,26.529,26.536,1,Slightly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Agree,6,6,5,5,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,28.816,28.816,28.825,1,Slightly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,6,6,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,18.588,18.588,18.597,1,Disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,6,6,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,50.151,50.151,50.16,1,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,6,6,5,6,Mostly insufficient,3,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",3,1,2,4,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,where they had got their facts from and that those facts had been verified by an independent commission,Scottish National Party (SNP),,53,Female,"A-level, or equivalent",,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Very dissatisfied,Fairly interested,Not at all ,A little ,1/2 hour to 1 hour ,2-5 times a day,0,1,0,1,0,634,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
547,27/03/2024 04:44,27/03/2024 04:53,100,552,TRUE,27/03/2024 04:53,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,22.623,22.623,22.627,1,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,3,4,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,21.336,21.336,21.351,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,3,3,2,2,19.225,19.225,19.23,1,Slightly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,5,6,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,37.072,37.072,37.077,1,Strongly disagree,Agree,Strongly disagree,Agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Agree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1,5,4,2,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Agree,Agree,Somewhat agree,Agree,Strongly agree,Who is responsible for posting it (the organization or original creator).,Labour,,24,Male,"A-level, or equivalent",,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,A little dissatisfied,Fairly interested,A little ,A little ,Less than 1/2 hour ,"Once a day	",0,1,0,0,1,567,English,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
548,27/03/2024 05:17,27/03/2024 05:26,100,507,TRUE,27/03/2024 05:26,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,13.17,13.17,13.174,1,Slightly agree,Agree,Slightly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Somewhat agree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,32.715,32.715,32.718,1,Slightly disagree,Strongly agree,Slightly disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,11.844,12.892,12.894,2,Disagree,Agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,5,6,5,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,12.981,13.373,13.375,2,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,4,4,4,4,No opinion/not sure,0,"The People’s movement,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,4,3,2,5,6,,Not sure,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,,I do not identify with any political party,,29,Male,"A-level, or equivalent",,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,A little dissatisfied,Not at all interested,Not at all ,Not at all ,"None, No time at all ","Once a day	",0,1,0,1,0,518,English,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
549,27/03/2024 04:51,27/03/2024 04:59,100,477,TRUE,27/03/2024 04:59,anonymous,EN,I agree to the above statements and consent to participating in this study,22.833,22.833,22.836,1,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,4,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,22.357,22.357,22.359,1,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,4,4,3,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,13.638,13.638,13.64,1,Slightly disagree,Slightly agree,Disagree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,5,6,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,87.16,87.16,87.162,1,Disagree,Slightly agree,Strongly disagree,Slightly agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,5,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,2,Speak Freely Inc.,4,2,1,3,5,6,,There are no regulatory controls on any type of political advertising during UK elections,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,I think it would be useful just to hear facts with context as well. ,Labour,,38,Male,"A-level, or equivalent",,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,A little dissatisfied,Slightly interested,A little ,A little ,Less than 1/2 hour ,Less than once a week,1,0,1,0,1,482,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
550,27/03/2024 04:36,27/03/2024 04:51,100,885,TRUE,27/03/2024 04:51,anonymous,EN,I agree to the above statements and consent to participating in this study,44.364,44.364,44.367,1,Agree,Slightly agree,Slightly agree,Agree,Somewhat disagree,Agree,Disagree,Agree,Neither agree nor disagree,3,4,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,52.073,52.073,52.075,1,Slightly disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly disagree,3,3,2,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,17.347,17.347,17.349,1,Slightly agree,Agree,Slightly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Agree,Disagree,2,2,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,33.058,33.058,33.06,1,Disagree,Agree,Disagree,Slightly agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,2,3,3,2,Slightly insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",5,3,2,1,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Details of political alliance and political leaning of group posting online,I do not identify with any political party,,53,Male,"Postgraduate (e.g. M.Sc, Ph.D)",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Fairly satisfied,Fairly interested,A little ,A little ,Less than 1/2 hour ,Never,1,0,1,1,0,896,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
551,27/03/2024 04:59,27/03/2024 05:14,100,909,TRUE,27/03/2024 05:14,anonymous,EN,I agree to the above statements and consent to participating in this study,28.561,28.561,28.566,1,Strongly disagree,Agree,Strongly disagree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,4,6,4,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,56.906,56.906,56.91,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,4,4,4,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,17.142,17.142,17.145,1,Strongly disagree,Slightly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,6,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,99.202,99.202,99.207,1,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,4,5,4,2,Completely insufficient,2,"The People’s movement,Campaign for a better Britain",1,2,4,3,5,6,,There are no regulatory controls on any type of political advertising during UK elections,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,it was the truth ,Labour,,29,Male,"A-level, or equivalent",,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Slightly interested,Not at all ,Not at all ,"None, No time at all ","Once a day	",0,0,1,1,0,916,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
552,27/03/2024 04:36,27/03/2024 04:55,100,1160,TRUE,27/03/2024 04:55,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,57.575,57.575,57.585,1,Slightly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,2,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,157.234,157.234,157.24,1,Disagree,Agree,Slightly disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,3,4,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,61.883,61.883,61.897,1,Slightly agree,Agree,Slightly agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,4,5,5,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,134.38,134.38,134.386,1,Slightly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,2,4,2,1,No opinion/not sure,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",5,1,3,2,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,"Statistics and objective facts, links to studies",Liberal Democrat,,37,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Fairly satisfied,Slightly interested,A moderate amount  ,A moderate amount  ,Less than 1/2 hour ,"Once every couple of days	",1,1,0,1,0,1165,"English, Lithuanian, French",36,Female,White,Lithuania,United Kingdom,Lithuania,Lithuanian,DATA_EXPIRED,Full-Time
553,27/03/2024 04:55,27/03/2024 05:42,100,2824,TRUE,27/03/2024 05:42,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,18.237,55.458,55.461,13,Agree,Agree,Slightly agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,105.241,105.241,105.244,1,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,3,4,4,3,65.596,65.596,65.598,1,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,40.349,40.349,40.353,1,Disagree,Slightly disagree,Disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,4,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly sufficient,0,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1,4,2,3,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,Green Party,,33,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Very dissatisfied,Fairly interested,A moderate amount  ,A moderate amount  ,1/2 hour to 1 hour ,"Once a day	",1,1,0,0,1,2832,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
554,27/03/2024 04:30,27/03/2024 04:42,100,769,TRUE,27/03/2024 04:42,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,25.964,25.964,25.969,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,3,3,2,7,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,21.148,21.148,21.151,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,28.893,28.893,28.896,1,Disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree,5,5,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,45.889,45.889,45.891,1,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Disagree,4,3,2,1,Mostly sufficient,3,"Common Sense Collective,Campaign for a better Britain",5,2,1,4,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Agree,Somewhat disagree,Agree,Strongly agree,"The name and adress of the person behind the campaign, not just the name of theorganisation which is likely to be a handful of people at best.",Conservative,,68,Male,"A-level, or equivalent",,Agree,Agree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Fairly satisfied,Fairly interested,A moderate amount  ,A moderate amount  ,1/2 hour to 1 hour ,Never,0,1,0,1,0,779,English,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
555,27/03/2024 04:58,27/03/2024 05:55,100,3416,TRUE,27/03/2024 05:55,anonymous,EN,I agree to the above statements and consent to participating in this study,2.496,9.557,9.559,3,Slightly agree,Agree,Slightly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,4,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,16.339,16.339,16.342,1,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,5,5,3,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,9.714,11.325,11.333,2,Slightly agree,Slightly agree,Slightly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,4,5,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,1.136,18.82,18.823,6,Slightly disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,3,4,2,4,Slightly insufficient,2,"Common Sense Collective,Campaign for a better Britain",3,4,1,2,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,,Labour,,26,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,A little dissatisfied,Slightly interested,A little ,A little ,Less than 1/2 hour ,2-5 times a day,0,0,1,1,0,3422,English,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
556,27/03/2024 04:47,27/03/2024 04:55,100,453,TRUE,27/03/2024 04:55,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,13.215,13.215,13.22,1,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,4,4,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,23.256,23.256,23.262,1,Slightly disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly disagree,5,4,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,21.329,21.329,21.337,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,6,6,5,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,23.288,23.288,23.292,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,4,4,3,2,Mostly insufficient,2,"Common Sense Collective,Campaign for a better Britain",1,4,3,2,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,not sure - all political campaign material comes off slightly disingenuous and i don't think adding info alongside would change that,Labour,,23,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,A little dissatisfied,Fairly interested,A little ,A little ,1/2 hour to 1 hour ,"Once every couple of days	",0,1,0,1,0,461,"Arabic, English",23,Female,Other,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
557,27/03/2024 05:10,27/03/2024 05:25,100,917,TRUE,27/03/2024 05:25,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,27.951,27.951,27.96,1,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,3,2,3,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,50.144,50.144,50.156,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,5,6,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,5.99,43.092,43.104,2,Slightly agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,4,4,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,89.973,89.973,89.982,1,Slightly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,6,6,5,2,Mostly insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",2,5,1,3,6,4,Lunacy brigade who promote propaganda,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Who is sponsoring and has it been ratified as within the legal confines of the law.,I do not identify with any political party,,61,Male,"Postgraduate (e.g. M.Sc, Ph.D)",,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Slightly interested,A little ,A little ,1/2 hour to 1 hour ,Never,1,1,0,1,0,925,English,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
558,27/03/2024 05:07,27/03/2024 05:12,100,278,TRUE,27/03/2024 05:12,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,6.279,6.279,6.288,1,Agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,2,3,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,8.145,8.145,8.152,1,Disagree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Strongly disagree,5,5,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,6.224,6.224,6.23,1,Disagree,Agree,Disagree,Slightly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,6,6,3,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,6.621,6.621,6.626,1,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,3,5,2,2,Slightly sufficient,1,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1,5,2,3,4,6,,Not sure,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,Labour,,23,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,Fairly satisfied,Not at all interested,A little ,A little ,Less than 1/2 hour ,Less than once a week,0,1,0,1,0,284,English,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
