"id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK_advert","credibility","informed","agree_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","PG_value","informed2_value","informed3_value","informed4_value","trustworthy_value","accurate_value","believable_value","factual_value","PK","recall_name","useful_rank_1"
407,"1","0","1","0","0","advert.4","0",2.5,3.5,5,3,"3","incorrect","1","0","0","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once every couple of days	","Labour",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,2,6,5,5,5,5,5,3,3,3,4.25,"Common Sense Collective",1
408,"1","0","0","1","1","advert.1","1",7,4.75,6,7,"2","correct","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",7,7,7,7,7,6,7,5,4,6,6,3,7,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",5
408,"1","0","0","1","1","advert.2","0",4,2.75,1.33333333333333,4,"2","correct","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4,7,4,6,6,1,2,1,2,4,4,1,5.25,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",5
408,"1","0","0","1","1","advert.3","0",7,2.75,1,6,"2","correct","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",7,7,7,7,7,1,1,1,2,4,4,1,7,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",5
408,"1","0","0","1","1","advert.4","1",1,3.75,2.66666666666667,5,"2","correct","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",56,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,6,1,4,4,2,2,4,4,4,4,3,3,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",5
409,"0","1","1","0","1","advert.1","0",2.5,5.75,3.66666666666667,6,"2","correct","0","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Labour",44,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,2,7,7,3,3,5,5,6,6,6,4.75,"Breaking Barriers Alliance,Speak Freely Inc.",3
409,"0","1","1","0","1","advert.2","1",3,5.75,2.66666666666667,6,"2","correct","0","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Labour",44,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,7,7,2,3,3,5,6,6,6,4.75,"Breaking Barriers Alliance,Speak Freely Inc.",3
409,"0","1","1","0","1","advert.3","1",3,5.75,2,7,"2","correct","0","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Labour",44,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,6,7,2,2,2,5,6,6,6,4.5,"Breaking Barriers Alliance,Speak Freely Inc.",3
409,"0","1","1","0","1","advert.4","0",2,5.25,2,6,"2","correct","0","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","Labour",44,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,7,7,2,2,2,5,5,5,6,4.5,"Breaking Barriers Alliance,Speak Freely Inc.",3
410,"1","0","1","0","1","advert.1","1",5,3.25,4,3,"3","incorrect","1","0","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a week	","Conservative",69,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,7,4,3,5,3,3,3,4,6,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
410,"1","0","1","0","1","advert.2","0",6,2,5,3,"3","incorrect","1","0","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a week	","Conservative",69,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,7,7,5,5,5,2,2,2,2,6.25,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
410,"1","0","1","0","1","advert.3","1",5,5.5,3,6,"3","incorrect","1","0","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a week	","Conservative",69,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,5,6,7,3,3,3,4,6,6,6,5.5,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
410,"1","0","1","0","1","advert.4","0",6,5.75,4,5,"3","incorrect","1","0","1","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a week	","Conservative",69,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,7,7,4,4,4,5,6,6,6,6.25,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
411,"0","1","1","0","1","advert.1","0",4.5,4.25,4.33333333333333,6,"3","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Once a week	","Labour",43,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,7,6,7,7,5,3,5,5,4,5,3,5.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
411,"0","1","1","0","1","advert.2","1",2.5,3.5,5,2,"3","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Once a week	","Labour",43,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,3,7,7,5,5,5,2,2,3,7,4.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
411,"0","1","1","0","1","advert.3","1",4,5.25,4.33333333333333,5,"3","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Once a week	","Labour",43,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,6,7,6,5,3,5,4,5,5,7,5.5,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
411,"0","1","1","0","1","advert.4","0",1.5,5.25,7,6,"3","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Once a week	","Labour",43,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,7,2,7,7,7,7,7,4,6,6,5,4.25,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
412,"1","0","0","1","1","advert.1","1",4,4,1.66666666666667,6,"1","incorrect","0","0","0","0","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,5,7,7,2,1,2,4,4,6,2,5.5,"Future First",2
412,"1","0","0","1","1","advert.2","0",3,2.5,1.33333333333333,4,"1","incorrect","0","0","0","0","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,5,7,1,2,1,3,3,3,1,4.25,"Future First",2
412,"1","0","0","1","1","advert.3","0",4,4.75,5,5,"1","incorrect","0","0","0","0","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,4,7,4,5,5,5,4,5,6,4,5.25,"Future First",2
412,"1","0","0","1","1","advert.4","1",5,3.5,6,3,"1","incorrect","0","0","0","0","1","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,7,6,6,6,4,4,4,2,6,"Future First",2
413,"1","0","0","1","1","advert.1","1",6.5,7,6.66666666666667,7,"1","incorrect","1","0","1","1","0","0","0","1",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,7,7,7,7,6,7,7,7,7,7,6.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain,All Together ",2
413,"1","0","0","1","1","advert.2","0",1,4.75,2.33333333333333,4,"1","incorrect","1","0","1","1","0","0","0","1",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,6,7,3,2,2,4,4,5,6,3.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain,All Together ",2
413,"1","0","0","1","1","advert.3","0",5,5.25,1.66666666666667,6,"1","incorrect","1","0","1","1","0","0","0","1",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,4,7,7,2,1,2,4,5,6,6,5.75,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain,All Together ",2
413,"1","0","0","1","1","advert.4","1",2,5.25,4.66666666666667,4,"1","incorrect","1","0","1","1","0","0","0","1",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,6,7,6,2,6,4,4,6,7,4.25,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain,All Together ",2
414,"1","0","0","1","1","advert.1","1",7,3.25,5.66666666666667,6,"0","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",28,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,7,7,7,6,5,6,2,6,3,2,7,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
414,"1","0","0","1","1","advert.2","0",2,3.25,2,6,"0","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",28,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,7,7,2,2,2,2,4,5,2,4.5,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
414,"1","0","0","1","1","advert.3","0",5,3,2.66666666666667,3,"0","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",28,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,7,3,3,2,4,3,4,1,6,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
414,"1","0","0","1","1","advert.4","1",1,4,6,5,"0","incorrect","1","0","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",28,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,7,6,7,5,3,5,6,2,4,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1
415,"1","0","1","0","0","advert.1","1",1,4.25,5.33333333333333,5,"3","incorrect","1","0","0","1","0","0","0","0",4,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Less than once a week","Liberal Democrat",73,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,3,5,5,6,5,4,4,6,3,2.75,"Common Sense Collective,Campaign for a better Britain",1
415,"1","0","1","0","0","advert.2","0",4,2.5,2,4,"3","incorrect","1","0","0","1","0","0","0","0",4,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Less than once a week","Liberal Democrat",73,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3,3,6,5,2,2,2,3,2,4,1,4.25,"Common Sense Collective,Campaign for a better Britain",1
