"id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
468,"0","0","1","0","1",6,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",2,5,3,1,4,6,"","Not sure",4,5,5,5,4,4,3,1,2,3,4,5,5,4,3,2,3,"Less than 1/2 hour ","Once every couple of days	","Labour",45,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,3.66666666666667,2,4.66666666666667
469,"1","0","1","1","0",2,"2","correct",4,0,"1","1","1","1","0","0","0","0",5,4,2,1,3,6,"","There are no regulatory controls on any type of political advertising during UK elections",7,4,6,4,4,2,1,2,1,2,5,5,5,3,3,3,5,"Less than 1/2 hour ","Once a day	","Labour",23,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5.25,2.33333333333333,1.66666666666667,5
470,"0","0","1","0","1",4,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",2,3,4,1,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,5,6,3,5,3,3,4,3,6,6,5,3,2,3,1,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",69,"Female","A-level, or equivalent","White",4.25,3.66666666666667,3.33333333333333,5.66666666666667
471,"1","1","0","0","1",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,2,3,4,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",7,6,5,7,3,2,3,1,5,6,5,5,4,4,1,3,2,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",51,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.25,2.66666666666667,4,4.66666666666667
472,"1","1","0","1","0",3,"1","incorrect",2,0,"1","0","0","1","0","0","0","0",2,4,3,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,2,2,7,3,5,5,3,6,6,6,7,1,3,1,2,"Less than 1/2 hour ","Once a day	","Liberal Democrat",28,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2.25,5,4.66666666666667,6.33333333333333
473,"0","0","1","1","0",2,"3","incorrect",4,0,"1","1","1","1","0","0","0","0",1,5,2,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,4,4,4,4,4,4,5,3,5,5,5,2,3,2,1,"Less than 1/2 hour ","2-5 times a day","Liberal Democrat",79,"Female","A-level, or equivalent","White",3.5,4,4,5
475,"0","1","0","1","0",1,"3","incorrect",3,0,"1","0","1","1","0","0","0","0",3,5,2,4,6,1,"I don't know ","Not sure",5,6,6,5,1,2,2,5,5,5,7,7,7,1,3,1,1,"Less than 1/2 hour ","2-5 times a day","Liberal Democrat",52,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5.5,1.66666666666667,5,7
476,"1","0","1","0","1",1,"0","incorrect",2,1,"1","0","1","0","1","0","0","0",2,3,1,4,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",2,5,2,7,1,1,1,1,2,3,7,7,7,1,2,1,2,"None, No time at all ","Never","Green Party",35,"Female","A-level, or equivalent","White",4,1,2,7
477,"0","0","1","1","0",3,"2","correct",1,0,"0","0","0","1","0","0","0","0",3,4,1,5,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,2,5,4,2,4,3,4,5,3,4,3,4,2,2,3,3,"1/2 hour to 1 hour ","Once a day	","Reform UK",41,"Male","GCSE level, or equivalent","White",3.75,3,4,3.66666666666667
478,"0","1","0","0","1",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",6,3,4,1,5,2,"","Not sure",5,6,5,5,4,2,3,5,6,5,5,5,5,1,3,2,2,"1/2 hour to 1 hour ","Once every couple of days	","Labour",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)",NA,5.25,3,5.33333333333333,5
479,"1","1","0","0","1",3,"2","correct",2,0,"1","0","0","1","0","0","0","0",2,4,3,1,5,6,"","Not sure",2,3,2,2,3,4,2,2,2,2,5,6,7,3,2,2,2,"1/2 hour to 1 hour ","More than five times a day	","I do not identify with any political party",62,"Female","GCSE level, or equivalent","White",2.25,3,2,6
480,"0","0","1","1","0",2,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",4,3,2,6,1,5,"","Not sure",2,2,2,3,2,1,2,2,2,3,6,7,6,1,3,2,2,"Less than 1/2 hour ","Once a week	","Liberal Democrat",65,"Female","GCSE level, or equivalent","White",2.25,1.66666666666667,2.33333333333333,6.33333333333333
481,"0","1","0","0","1",5,"2","correct",2,0,"0","0","1","1","0","0","0","0",2,1,5,4,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",4,4,5,6,3,4,3,4,4,4,5,5,5,3,4,2,1,"Less than 1/2 hour ","Once a day	","Conservative",50,"Female","GCSE level, or equivalent","White",4.75,3.33333333333333,4,5
482,"1","0","1","0","1",1,"0","incorrect",3,0,"0","1","1","1","0","0","0","0",2,1,5,4,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,2,4,2,2,2,1,2,2,6,7,7,7,1,3,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",65,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2.75,1.66666666666667,3.33333333333333,7
483,"0","0","1","1","0",4,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",1,4,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,3,1,3,5,6,5,7,6,7,1,3,2,2,"Less than 1/2 hour ","More than five times a day	","Labour",41,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,2.33333333333333,5.33333333333333,6.66666666666667
484,"1","1","0","0","1",3,"2","correct",1,0,"1","0","0","0","0","0","0","0",1,2,5,4,3,6,"","There are no regulatory controls on any type of political advertising during UK elections",6,4,5,5,3,3,3,4,4,5,6,7,6,2,3,2,1,"Less than 1/2 hour ","Once a day	","Reform UK",55,"Male","GCSE level, or equivalent","White",5,3,4.33333333333333,6.33333333333333
485,"0","0","1","1","0",3,"2","correct",3,0,"1","1","0","1","0","0","0","0",1,2,5,4,3,6,"","Not sure",5,4,4,5,2,3,3,4,4,4,6,6,6,2,4,1,1,"1/2 hour to 1 hour ","2-5 times a day","Labour",49,"Female","GCSE level, or equivalent","White",4.5,2.66666666666667,4,6
486,"0","1","0","0","1",3,"3","incorrect",1,2,"0","1","0","0","1","0","1","0",1,2,4,5,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,2,4,4,5,5,4,4,4,5,6,6,7,2,4,3,2,"1/2 hour to 1 hour ","More than five times a day	","Conservative",68,"Male","A-level, or equivalent","White",3.25,4.66666666666667,4.33333333333333,6.33333333333333
487,"1","1","0","0","1",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,2,4,3,5,6,"","Not sure",5,5,5,5,2,2,2,3,5,4,6,6,6,1,4,1,1,"More than 2 hours ","Never","Reform UK",69,"Male","A-level, or equivalent","White",5,2,4,6
488,"1","1","0","0","1",6,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",5,2,1,4,6,3,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,3,6,5,5,5,3,5,3,3,4,3,5,3,2,"1/2 hour to 1 hour ","2-5 times a day","Labour",55,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,5.33333333333333,4.33333333333333,3.33333333333333
489,"1","0","1","1","0",3,"3","incorrect",2,0,"1","1","0","0","0","0","0","0",4,3,2,1,5,6,"","Not sure",4,5,5,5,3,5,5,1,4,2,4,6,4,3,2,3,3,"Less than 1/2 hour ","2-5 times a day","Conservative",77,"Female","A-level, or equivalent","White",4.75,4.33333333333333,2.33333333333333,4.66666666666667
490,"1","1","0","1","0",1,"3","incorrect",3,0,"1","0","1","1","0","0","0","0",5,1,4,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,5,5,5,4,6,7,4,4,3,3,4,3,3,"1/2 hour to 1 hour ","Once every couple of days	","Conservative",63,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,5,5.66666666666667,3.66666666666667
491,"0","0","1","1","0",2,"0","incorrect",2,0,"1","0","1","0","0","0","0","0",4,1,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",7,7,4,7,1,4,2,7,7,7,5,6,7,1,5,2,2,"1 to 2 hours ","Less than once a week","Liberal Democrat",50,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6.25,2.33333333333333,7,6
492,"1","0","1","1","0",6,"0","incorrect",1,0,"1","0","0","0","0","0","0","0",4,1,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,5,1,2,2,1,2,2,6,6,6,1,3,1,1,"Not sure","Less than once a week","Labour",63,"Female","A-level, or equivalent","White",2.75,1.66666666666667,1.66666666666667,6
493,"1","0","1","0","1",2,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",2,4,3,1,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,5,5,3,3,2,3,5,3,6,5,6,6,1,4,1,2,"1 to 2 hours ","2-5 times a day","Labour",68,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.75,2.66666666666667,4.66666666666667,5.66666666666667
494,"0","1","0","0","1",2,"2","correct",3,0,"1","1","0","1","0","0","0","0",3,4,2,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,4,2,2,2,3,4,4,6,6,6,2,3,2,2,"1/2 hour to 1 hour ","Never","Liberal Democrat",40,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.25,2,3.66666666666667,6
495,"0","1","0","1","0",3,"Not sure","incorrect",1,1,"1","0","0","0","0","1","0","0",1,3,5,2,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,2,5,6,1,1,1,2,2,2,6,7,7,1,2,2,2,"None, No time at all ","2-5 times a day","Scottish National Party (SNP)",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.75,1,2,6.66666666666667
496,"1","0","1","1","0",4,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",1,3,5,4,2,6,"","Not sure",4,4,4,4,4,3,4,2,5,4,4,6,5,3,2,3,3,"Less than 1/2 hour ","Less than once a week","Labour",51,"Female","A-level, or equivalent","White",4,3.66666666666667,3.66666666666667,5
497,"0","1","0","1","0",1,"0","incorrect",1,0,"1","0","0","0","0","0","0","0",1,3,4,5,2,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,6,1,1,1,7,2,2,6,7,6,1,5,1,3,"More than 2 hours ","More than five times a day	","Labour",53,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,1,3.66666666666667,6.33333333333333
499,"0","0","1","1","0",4,"1","incorrect",2,0,"1","1","0","0","0","0","0","0",1,4,3,2,5,6,"","Not sure",6,7,6,2,1,4,2,4,3,5,7,7,7,2,4,1,1,"More than 2 hours ","Less than once a week","Labour",64,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.25,2.33333333333333,4,7
500,"0","0","1","0","1",3,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",3,1,2,5,4,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,3,4,2,1,2,4,5,5,6,5,4,1,3,2,2,"1 to 2 hours ","Once every couple of days	","Labour",30,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.25,1.66666666666667,4.66666666666667,5
501,"1","1","0","0","1",1,"2","correct",2,0,"1","0","0","1","0","0","0","0",1,3,2,4,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,5,3,5,1,1,1,6,6,6,7,7,7,1,5,1,5,"More than 2 hours ","2-5 times a day","Other, please specify___________",46,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",4,1,6,7
502,"1","1","0","1","0",3,"3","incorrect",3,0,"1","0","1","1","0","0","0","0",2,1,4,3,5,6,"Local MP's","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,3,7,2,2,5,6,5,7,7,7,1,4,1,2,"1/2 hour to 1 hour ","2-5 times a day","Conservative",49,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.25,3.66666666666667,5.33333333333333,7
503,"0","1","0","0","1",3,"3","incorrect",2,0,"0","0","1","1","0","0","0","0",1,4,3,2,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,4,5,5,1,2,1,3,1,5,6,7,7,2,2,1,2,"Less than 1/2 hour ","Less than once a week","Labour",35,"Female","GCSE level, or equivalent","White",4.25,1.33333333333333,3,6.66666666666667
504,"0","1","0","1","0",2,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",1,3,5,2,4,6,"local mps","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,4,5,3,3,3,3,5,4,5,6,6,1,3,1,2,"None, No time at all ","2-5 times a day","Green Party",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,3,4,5.66666666666667
505,"1","0","1","1","0",4,"1","incorrect",3,0,"1","0","1","1","0","0","0","0",2,3,1,5,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,2,2,1,1,2,1,1,1,5,6,6,3,1,3,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",2,1.33333333333333,1,5.66666666666667
506,"1","0","1","1","0",4,"Not sure","incorrect",1,0,"1","0","0","0","0","0","0","0",1,4,6,3,2,5,"pensioners","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,3,3,2,4,4,4,5,6,6,2,3,2,3,"Less than 1/2 hour ","2-5 times a day","Conservative",74,"Male","A-level, or equivalent","White",5,2.66666666666667,4,5.66666666666667
507,"1","0","1","1","0",5,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",4,5,2,3,1,6,"","Not sure",3,4,5,5,3,2,3,3,5,5,6,7,7,2,2,2,5,"Less than 1/2 hour ","Once a week	","Green Party",30,"Female","GCSE level, or equivalent",NA,4.25,2.66666666666667,4.33333333333333,6.66666666666667
508,"1","0","1","0","1",1,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,3,2,3,3,2,1,1,4,6,6,6,1,4,2,2,"1/2 hour to 1 hour ","Once every couple of days	","Labour",54,"Male","GCSE level, or equivalent","White",2.5,2.66666666666667,2,6
509,"0","1","0","1","0",6,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",3,5,4,6,2,1,"All Irrelevant. All these orgs can be fronts hiding who they're actually representing.","Not sure",3,3,3,3,5,5,4,3,4,4,4,4,4,1,3,1,2,"Less than 1/2 hour ","Never","I do not identify with any political party",68,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,4.66666666666667,3.66666666666667,4
